id,timestamp,user_id,name,description,price,active
16,2023-02-24 11:11:11,0,apple,,0,1
17,2023-02-24 11:11:11,0,avocado,,0,1
18,2023-02-24 11:11:11,0,banana,,0,1
19,2023-02-24 11:11:11,0,black pepper,,0,1
20,2023-02-24 11:11:11,0,chamomile tea w water,,0,1
21,2023-02-24 11:11:11,0,chia seed,,0,1
22,2023-02-24 11:11:11,0,chicken,,0,1
23,2023-02-24 11:11:11,0,egg,,0,1
24,2023-02-24 11:11:11,0,hl milk,,0,1
25,2023-02-24 11:11:11,0,horlicks,,0,1
26,2023-02-24 11:11:11,0,kiwi,,0,1
27,2023-02-24 11:11:11,0,oatmeal quick cooking,,0,1
28,2023-02-24 11:11:11,0,orange,,0,1
29,2023-02-24 11:11:11,0,peanut,,0,1
30,2023-02-24 11:11:11,0,power beans almond,,0,1
31,2023-02-24 11:11:11,0,pumpkin seed,,0,1
32,2023-02-24 11:11:11,0,rice short grain,,0,1
33,2023-02-24 11:11:11,0,sardine adjusted based on protein edit later,,0,1
34,2023-02-24 11:11:11,0,sunflower seed,,0,1
35,2023-02-24 11:11:11,0,turmeric,,0,1
36,2023-02-24 11:11:11,0,white pepper,,0,1
